tick,Population,meanPD,PDyes,PDno,bmiGrp1,bmiGrp2,bmiGrp3,bmiGrp4,Male,Female,QuantMale,QuantFemale,HFSSQuantMale,HFSSQuantFemale,SESlowMale,SESmedMale,SEShighMale,HFSSQuantSESLowMale,HFSSQuantSESMedMale,HFSSQuantSESHighMale,SESlowFemale,SESmedFemale,SEShighFemale,HFSSQuantSESLowFemale,HFSSQuantSESMedFemale,HFSSQuantSESHighFemale,countschema1Male,countschema2Male,countschema3Male,countschema4Male,countschema5Male,countschema1Female,countschema2Female,countschema3Female,countschema4Female,countschema5Female
0,1000,1.631,135,865,35,443,302,220,357,643,734568.1245172824,989420.5017877521,156962.98082191776,239389.12602739726,76,209,72,27753.293150684924,93078.7205479452,36130.96712328768,74,222,347,24445.386301369854,75813.97808219174,139129.7616438356,31857.0,54510.0,21782.0,10896.0,11260.0,75439.0,98779.0,36840.0,15224.0,8413.0
365,1000,1.5569460588762427,142,858,35,456,277,232,357,643,724850.7746828082,973013.7277724079,147201.80547945204,223683.2575342468,76,209,72,38043.660273972615,78885.45479452054,30272.69041095889,74,222,347,20350.62465753425,73248.40273972604,130084.23013698634,47757.0,47751.0,3945.0,15337.0,15515.0,97378.0,96969.0,2732.0,18961.0,18655.0
730,1000,1.4956060501346176,141,859,35,454,278,233,357,643,725431.4072668111,970462.2487065898,147155.9643835618,221463.38082191822,76,209,72,38549.109589041116,78367.77808219178,30239.076712328762,74,222,347,20721.55068493151,73473.34520547943,127268.48493150684,47698.0,47822.0,3842.0,15304.0,15639.0,98818.0,96389.0,2398.0,19045.0,18045.0
1095,1000,1.4517856457312368,138,862,35,454,257,254,357,643,725621.1123170836,970586.8961394443,147274.78904109573,220473.306849315,76,209,72,38705.920547945214,78805.84931506854,29763.019178082188,74,222,347,21573.580821917796,74347.1424657534,124552.5835616438,47887.0,47539.0,3881.0,15328.0,15670.0,99569.0,96114.0,2317.0,18523.0,18172.0
1460,1000,1.421228900985101,136,864,35,446,256,263,357,643,724596.2697766513,968815.1401703778,146627.52328767127,218588.34520547948,76,209,72,38327.80821917807,78692.01917808216,29607.695890410956,74,222,347,22260.545205479455,74278.74520547948,122049.05479452052,47787.0,47817.0,4131.0,15377.0,15193.0,99877.0,96680.0,2375.0,18168.0,17595.0
1825,1000,1.3934821781128575,140,860,35,449,244,272,357,643,723635.0347069929,968482.9503635224,147367.40821917806,218406.61917808207,76,209,72,38595.12054794522,78373.22739726029,30399.060273972613,74,222,347,22922.73424657533,75054.0876712329,120429.79726027395,47650.0,47763.0,3862.0,15611.0,15419.0,99645.0,97062.0,2257.0,18143.0,17588.0
2190,1000,1.3701369897107685,138,862,35,454,230,281,357,643,725861.1312331422,967149.4871401563,148575.3178082191,217837.1780821919,76,209,72,38371.74520547946,79235.52602739725,30968.04657534248,74,222,347,23139.82739726027,75786.20547945204,118911.1452054795,47541.0,47161.0,3854.0,16101.0,15648.0,99987.0,96950.0,2438.0,17794.0,17526.0
2555,1000,1.3779562856994523,135,865,35,454,223,288,357,643,728023.8714746407,963900.9966563969,149793.55342465747,214907.81643835627,76,209,72,38703.22739726027,79858.91506849315,31231.410958904104,74,222,347,22799.47671232875,75128.91780821915,116979.42191780824,47257.0,46948.0,3754.0,16258.0,16088.0,100676.0,97822.0,2223.0,17104.0,16870.0
