tick,Population,meanPDmale,meanPDfemale,PDyesMale,PDyesFemale,PDnoMale,PDnoFemale,meanBMImale,meanBMIfemale,bmiGrp1Male,bmiGrp1Female,bmiGrp2Male,bmiGrp2Female,bmiGrp3Male,bmiGrp3Female,bmiGrp4Male,bmiGrp4Female,Male,Female,QuantMale,QuantFemale,HFSSQuantMale,HFSSQuantFemale,SESlowMale,SESmedMale,SEShighMale,HFSSQuantSESLowMale,HFSSQuantSESMedMale,HFSSQuantSESHighMale,SESlowFemale,SESmedFemale,SEShighFemale,HFSSQuantSESLowFemale,HFSSQuantSESMedFemale,HFSSQuantSESHighFemale,countschema1Male,countschema2Male,countschema3Male,countschema4Male,countschema5Male,countschema1Female,countschema2Female,countschema3Female,countschema4Female,countschema5Female
0,1000,1.619047619047619,1.6376360808709176,58,77,299,566,27.296027549320637,25.857217544684676,1,34,107,336,159,143,90,130,357,643,733382.7640826175,989215.5220753171,156985.7287671234,239632.2191780823,76,209,72,27700.221917808234,93178.48493150681,36107.021917808204,74,222,347,24473.868493150694,75924.58082191781,139233.76986301361,31857.0,54510.0,21782.0,10896.0,11260.0,75439.0,98779.0,36840.0,15224.0,8413.0
365,1000,1.2709652892716286,1.343722892848277,42,76,315,567,27.253011045080232,25.803978805019455,1,34,124,337,151,142,81,130,357,643,713251.8723144598,986280.6042268133,135573.9041095889,236804.91506849325,76,209,72,33874.27123287671,72954.05205479448,28745.580821917818,74,222,347,22472.783561643842,78437.90136986299,135894.23013698636,51183.0,50452.0,2751.0,12879.0,13040.0,93152.0,93264.0,6088.0,21063.0,21128.0
730,1000,0.98976078410389,1.0698285508674208,29,61,328,582,27.09755797237782,25.698854949128403,1,37,129,342,156,138,71,126,357,643,700669.4998966972,978386.2107583251,122363.50410958908,228370.69589041104,76,209,72,28283.47671232877,67664.72054794522,26415.306849315064,74,222,347,23096.67671232876,76105.30410958907,129168.7150684932,54504.0,53712.0,2643.0,9804.0,9642.0,95531.0,94981.0,5893.0,19245.0,19045.0
1095,1000,0.8820529380490638,0.825275440044474,25,44,332,599,26.941545742761352,25.599019951849616,1,35,136,356,150,133,70,119,357,643,693597.5676368118,966460.9946400906,116408.58356164387,217032.8273972602,76,209,72,27623.501369863017,64324.89315068493,24460.189041095906,74,222,347,22599.334246575338,73006.03835616441,121427.45479452064,56082.0,55023.0,2690.0,8261.0,8249.0,98463.0,97708.0,5955.0,16345.0,16224.0
1460,1000,0.7663513400343318,0.6658151608106917,24,34,333,609,26.740653963540137,25.474230430460928,1,37,152,360,134,132,70,114,357,643,691201.5853171867,956245.9963386576,113688.10410958895,207174.4767123288,76,209,72,27057.317808219184,63701.652054794526,22929.134246575348,74,222,347,21910.3205479452,68418.3671232877,116845.78904109597,56718.0,55705.0,2729.0,7565.0,7588.0,100921.0,99915.0,6091.0,13890.0,13878.0
1825,1000,0.6317939527360953,0.5592009204590757,19,29,338,614,26.581942606246702,25.370311123916018,1,37,158,373,136,124,62,109,357,643,688847.2305112565,952239.6550927428,111486.59999999992,202085.76712328778,76,209,72,26798.320547945204,62167.690410958916,22520.589041095893,74,222,347,21253.884931506847,67442.58630136987,113389.29589041095,57388.0,56130.0,2754.0,6997.0,7036.0,102243.0,101175.0,6168.0,12417.0,12692.0
2190,1000,0.5518290110876347,0.482033370162292,15,25,342,618,26.37179232155741,25.279882582949202,1,37,172,376,125,123,59,107,357,643,687404.700650313,948417.2886746983,109479.23561643834,198199.04109589016,76,209,72,26247.356164383567,61022.5698630137,22209.309589041102,74,222,347,21170.312328767126,67047.52876712328,109981.19999999998,57756.0,56690.0,2841.0,6585.0,6433.0,102957.0,102271.0,6338.0,11596.0,11533.0
2555,1000,0.4693384636644115,0.4253716789746703,11,21,346,622,26.25162976116514,25.183288903500447,1,38,184,383,117,121,55,101,357,643,683051.2183702093,944898.2159815237,105763.27945205485,195651.89589041093,76,209,72,25026.010958904106,59124.62739726022,21612.6410958904,74,222,347,21093.14520547945,67298.26575342467,107260.48493150694,58753.0,57612.0,2715.0,5497.0,5728.0,103805.0,102564.0,6383.0,10842.0,11101.0
2920,1000,0.3946123497023188,0.3547846455904332,9,16,348,627,26.097568331729754,25.088919220426455,1,37,189,392,117,119,50,95,357,643,679437.500518473,941222.9260922072,102434.07123287677,191244.4931506849,76,209,72,24165.93424657535,57736.89863013699,20531.238356164387,74,222,347,21195.8301369863,64837.76438356162,105210.898630137,59816.0,58024.0,2767.0,4749.0,4949.0,104840.0,103780.0,6434.0,9870.0,9771.0
3285,1000,0.3678154120645885,0.29988268047708755,9,13,348,630,25.97384456414254,25.00570130015813,1,36,194,397,116,117,46,93,357,643,679341.4409811116,937735.1686257914,101516.72876712338,187914.61643835623,76,209,72,24163.936986301367,57296.42465753422,20056.367123287677,74,222,347,21113.876712328765,63808.70958904113,102992.03013698623,59818.0,58590.0,2608.0,4709.0,4580.0,105518.0,104869.0,6453.0,8917.0,8938.0
3650,1000,0.30086071921909424,0.2851023864071157,7,15,350,628,25.830490109815944,24.911960764527137,2,35,197,415,117,105,41,88,357,643,678835.538032879,937635.3773333038,101471.39452054788,188986.60273972605,76,209,72,24325.14246575342,57255.73698630138,19890.51506849315,74,222,347,21162.490410958897,64656.6547945205,103167.45753424658,59314.0,59253.0,2826.0,4508.0,4404.0,105349.0,104367.0,6405.0,9298.0,9276.0
