tick,Population,meanPDmale,meanPDfemale,PDyesMale,PDyesFemale,PDnoMale,PDnoFemale,meanBMImale,meanBMIfemale,bmiGrp1Male,bmiGrp1Female,bmiGrp2Male,bmiGrp2Female,bmiGrp3Male,bmiGrp3Female,bmiGrp4Male,bmiGrp4Female,Male,Female,QuantMale,QuantFemale,HFSSQuantMale,HFSSQuantFemale,SESlowMale,SESmedMale,SEShighMale,HFSSQuantSESLowMale,HFSSQuantSESMedMale,HFSSQuantSESHighMale,SESlowFemale,SESmedFemale,SEShighFemale,HFSSQuantSESLowFemale,HFSSQuantSESMedFemale,HFSSQuantSESHighFemale,countschema1Male,countschema2Male,countschema3Male,countschema4Male,countschema5Male,countschema1Female,countschema2Female,countschema3Female,countschema4Female,countschema5Female
0,1000,1.619047619047619,1.6376360808709176,58,77,299,566,27.296027549320637,25.857217544684676,1,34,107,336,159,143,90,130,357,643,733839.5690742318,989259.2930247912,156894.65753424654,239445.67123287654,76,209,72,27732.616438356174,93066.93424657539,36095.10684931505,74,222,347,24441.887671232875,75877.14794520548,139126.63561643846,31857.0,54510.0,21782.0,10896.0,11260.0,75439.0,98779.0,36840.0,15224.0,8413.0
365,1000,0.45908793441251067,0.4796694225557426,14,19,343,624,27.093706362476432,25.72647573773536,1,38,126,338,147,145,83,122,357,643,698598.7478227505,950203.8212318668,120736.86301369849,200727.9534246575,76,209,72,28555.109589041098,68132.4821917808,24049.27123287671,74,222,347,20723.76712328767,68229.96438356166,111774.2219178083,54566.0,54369.0,3147.0,8943.0,9280.0,102708.0,102739.0,3597.0,12835.0,12816.0
730,1000,0.16335064228650858,0.15799155013136143,3,6,354,637,26.834939646582527,25.534709710333633,1,40,141,352,140,138,75,113,357,643,679446.8262216807,919200.6035313997,101714.17808219185,169643.85479452068,76,209,72,21695.42191780822,59519.00821917805,20499.747945205476,74,222,347,19199.98356164383,58665.07945205481,91778.79178082194,59401.0,58740.0,3115.0,4605.0,4444.0,111435.0,109208.0,3213.0,5398.0,5441.0
1095,1000,0.04184002551186044,0.09109820258468386,0,2,357,641,26.568380074653287,25.3639712095801,2,37,145,367,149,129,61,110,357,643,674305.2505785136,912623.139805993,96999.504109589,163409.8493150685,76,209,72,20959.3205479452,56676.11506849314,19364.06849315068,74,222,347,18529.660273972604,56609.75890410958,88270.43013698631,60562.0,59984.0,3192.0,3293.0,3274.0,112894.0,110649.0,3359.0,3975.0,3818.0
1460,1000,0.027558783554756265,0.05626353132883335,1,3,356,640,26.294919269994374,25.17379034571925,1,39,153,381,148,121,55,102,357,643,674464.5101254212,911939.7484507028,96799.63561643838,162587.15616438375,76,209,72,21083.91780821918,56532.19726027396,19183.520547945205,74,222,347,18766.643835616436,56102.18082191778,87718.3315068493,60725.0,59919.0,3184.0,3236.0,3241.0,113336.0,110507.0,3421.0,3704.0,3727.0
1825,1000,0.008466519694918228,0.025855509856628444,0,1,357,642,26.109435391249857,25.008062474386957,2,41,167,393,138,108,50,101,357,643,674645.6855900363,913482.4034287061,97253.04657534255,163484.86301369854,76,209,72,20991.120547945204,56801.68219178082,19460.24383561644,74,222,347,18807.073972602735,56694.08493150688,87983.70410958903,60561.0,59890.0,3294.0,3149.0,3411.0,113029.0,110435.0,3396.0,3823.0,4012.0
2190,1000,0.0016889081727272436,0.008568153727461662,0,0,357,643,25.916392648204056,24.86020286550207,2,41,178,404,137,106,40,92,357,643,674108.2655310554,910936.6192008201,96775.69041095892,161996.62191780802,76,209,72,20776.712328767135,56844.73150684932,19154.24657534246,74,222,347,18601.934246575347,55922.87671232879,87471.81095890404,60703.0,59864.0,3278.0,3298.0,3162.0,113183.0,111112.0,3458.0,3428.0,3514.0
2555,1000,0.00029176085281973065,0.003884220495453315,0,0,357,643,25.749634301516824,24.72579418424509,1,41,186,418,135,100,35,84,357,643,673961.5493296187,910710.4379409467,96901.33972602744,161336.95342465772,76,209,72,21046.92328767124,56621.035616438385,19233.380821917803,74,222,347,18518.284931506852,55575.07945205476,87243.58904109582,60690.0,59742.0,3272.0,3255.0,3346.0,113929.0,110341.0,3511.0,3462.0,3452.0
2920,1000,0.00018632295338129939,0.0010172325517419788,0,0,357,643,25.54907237590623,24.605959071466692,2,40,202,433,124,89,29,81,357,643,674171.2346992594,912108.6282605771,96345.84109589038,161084.3342465753,76,209,72,20778.50410958905,56419.96164383562,19147.375342465763,74,222,347,18681.120547945207,55381.038356164376,87022.1753424658,61281.0,59368.0,3240.0,3124.0,3292.0,113801.0,110751.0,3347.0,3399.0,3397.0
3285,1000,7.253730535189584e-05,0.0005418948971300154,0,0,357,643,25.43157042523319,24.511895038188705,2,40,206,437,126,86,23,80,357,643,674066.2253402618,911448.7902772047,96792.6767123288,161901.53150684913,76,209,72,20885.75616438355,56402.60547945202,19504.315068493157,74,222,347,18737.775342465753,55792.16164383565,87371.59452054791,60737.0,59838.0,3244.0,3156.0,3330.0,113429.0,110810.0,3590.0,3401.0,3465.0
3650,1000,1.3653806512545572e-05,0.0002448040289016516,0,0,357,643,25.277406073657687,24.43469234332389,1,36,221,448,115,85,20,74,357,643,673894.8536381065,911136.6741743729,96924.39726027398,161631.43561643845,76,209,72,20811.471232876713,56785.88219178079,19327.04383561645,74,222,347,18583.597260273975,55451.27945205478,87596.5589041096,60566.0,60047.0,3137.0,3311.0,3244.0,113420.0,110937.0,3402.0,3472.0,3464.0
