tick,Population,meanPDmale,meanPDfemale,PDyesMale,PDyesFemale,PDnoMale,PDnoFemale,meanBMImale,meanBMIfemale,bmiGrp1Male,bmiGrp1Female,bmiGrp2Male,bmiGrp2Female,bmiGrp3Male,bmiGrp3Female,bmiGrp4Male,bmiGrp4Female,Male,Female,QuantMale,QuantFemale,HFSSQuantMale,HFSSQuantFemale,SESlowMale,SESmedMale,SEShighMale,HFSSQuantSESLowMale,HFSSQuantSESMedMale,HFSSQuantSESHighMale,SESlowFemale,SESmedFemale,SEShighFemale,HFSSQuantSESLowFemale,HFSSQuantSESMedFemale,HFSSQuantSESHighFemale,countschema1Male,countschema2Male,countschema3Male,countschema4Male,countschema5Male,countschema1Female,countschema2Female,countschema3Female,countschema4Female,countschema5Female
0,1000,1.619047619047619,1.6376360808709176,58,77,299,566,27.296027549320637,25.857217544684676,1,34,107,336,159,143,90,130,357,643,734194.7559304838,988140.6750528467,156927.7972602739,239278.94520547942,76,209,72,27697.02739726028,93142.45753424663,36088.312328767126,74,222,347,24415.827397260284,75843.93150684936,139019.18630136992,31857.0,54510.0,21782.0,10896.0,11260.0,75439.0,98779.0,36840.0,15224.0,8413.0
365,1000,1.5820118290679213,1.5401041759982959,62,80,295,563,27.27671298499804,25.784216253115677,1,35,121,337,144,145,91,126,357,643,724812.0514569026,972694.0491652768,147107.9369863014,223611.92602739763,76,209,72,37971.4383561644,78879.70136986302,30256.797260273972,74,222,347,20349.235616438353,73200.27945205475,130062.4109589041,47754.0,47740.0,3951.0,15340.0,15520.0,97380.0,96957.0,2728.0,18964.0,18666.0
730,1000,1.5513387777279837,1.4585632939071078,60,80,297,563,27.286031253635613,25.738331470383777,1,35,126,339,134,145,96,124,357,643,724114.2990669885,971004.4379208442,146788.85205479458,221363.76164383572,76,209,72,38014.098630136985,78480.805479452,30293.94794520547,74,222,347,20784.989041095898,73335.49315068495,127243.27945205483,47825.0,47948.0,3887.0,15149.0,15496.0,98801.0,96374.0,2406.0,19056.0,18058.0
1095,1000,1.5347860666479305,1.3916524448163996,60,77,297,566,27.326824541585253,25.710206439940894,1,35,127,341,131,144,98,123,357,643,724181.9493098508,969512.340470495,146796.4520547946,220438.8,76,209,72,38136.413698630146,78872.15342465752,29787.884931506833,74,222,347,21588.558904109585,74318.93424657539,124531.30684931506,47973.0,47665.0,3933.0,15199.0,15535.0,99521.0,96129.0,2304.0,18540.0,18201.0
1460,1000,1.529463404076218,1.3351521022210655,60,74,297,569,27.372669345864544,25.681472183531888,1,35,131,348,121,139,104,121,357,643,723916.4205616992,967782.8888271454,146346.87397260286,218875.19178082194,76,209,72,38000.50410958904,78635.57260273969,29710.797260273976,74,222,347,22298.942465753425,74457.27397260274,122118.97534246581,47841.0,47925.0,4155.0,15290.0,15094.0,99809.0,96658.0,2373.0,18226.0,17629.0
1825,1000,1.5317061996382892,1.2771557419244324,62,76,295,567,27.437897555271427,25.707669717400783,1,36,136,347,119,138,101,122,357,643,725425.2620167929,967834.207942701,147209.23561643835,218150.58904109587,76,209,72,38652.00547945206,78448.7506849315,30108.479452054802,74,222,347,22958.03287671233,74547.5123287671,120645.04383561635,47640.0,47787.0,3902.0,15587.0,15389.0,99755.0,97142.0,2317.0,18062.0,17419.0
2190,1000,1.530335917128807,1.2290665517608137,64,72,293,571,27.489097514121653,25.705952021049224,1,37,139,354,119,127,98,125,357,643,726023.2082635454,966896.2904356405,148021.75616438355,217236.9369863011,76,209,72,37987.126027397266,79036.21369863019,30998.416438356173,74,222,347,23233.42191780822,74981.24657534248,119022.2684931508,47657.0,47273.0,3922.0,15953.0,15500.0,100084.0,97105.0,2473.0,17673.0,17360.0
2555,1000,1.5542147868879315,1.2182488201978752,64,69,293,574,27.566666813114736,25.69682395050886,1,37,143,352,119,132,94,122,357,643,726145.0063220579,963753.0023213937,149334.97260273973,214366.93972602746,76,209,72,38114.85479452056,79919.76438356159,31300.353424657533,74,222,347,22835.621917808225,74602.30958904105,116929.00821917813,47319.0,47056.0,3813.0,16159.0,15958.0,100779.0,97947.0,2274.0,16962.0,16733.0
